date,state,positive
2020-05-28,NV,8208
2020-05-28,NM,7364
2020-05-28,NJ,158130
2020-05-28,NH,4286
2020-05-28,NE,12976
2020-05-28,ND,2477
2020-05-28,NC,25412
2020-05-28,MT,485
2020-05-28,MS,14372
2020-05-28,MP,22
2020-05-28,MO,12673
2020-05-28,MN,25559
2020-05-28,MI,62797
2020-05-28,ME,2189
2020-05-28,MD,49709
2020-05-28,MA,94895
2020-05-28,LA,38802
2020-05-28,KY,9077
2020-05-28,KS,9337
2020-05-28,IN,33068
2020-05-28,IL,115833
2020-05-28,ID,2731
2020-05-28,IA,18573
2020-05-28,HI,644
2020-05-28,GU,172
2020-05-28,GA,45070
2020-05-28,FL,51667
2020-05-28,DE,9171
2020-05-28,DC,8492
2020-05-28,CT,41559
2020-05-28,CO,25121
2020-05-28,CA,101697
2020-05-28,AZ,17763
2020-05-28,AR,6538
2020-05-28,AL,16310
2020-05-28,AK,427
2020-05-29,WY,891
2020-05-29,WV,1951
2020-05-29,WI,19843
2020-05-29,WA,22065
2020-05-29,VT,975
2020-05-29,VI,69
2020-05-29,VA,42533
2020-05-29,UT,9264
2020-05-29,TX,61006
2020-05-29,TN,22085
2020-05-29,SD,4866
2020-05-29,SC,11131
2020-05-29,RI,14808
2020-05-29,PR,1293
2020-05-29,PA,71339
2020-05-29,OR,4086
2020-05-29,OK,6338
2020-05-29,OH,34566
2020-05-29,NY,368284
2020-05-29,NV,8350
2020-05-29,NM,7493
2020-05-29,NJ,159180
2020-05-29,NH,4386
2020-05-29,NE,13261
2020-05-29,ND,2517
2020-05-29,NC,26488
2020-05-29,MT,493
2020-05-29,MS,14790
2020-05-29,MP,22
2020-05-29,MO,12795
2020-05-29,MN,26013
2020-05-29,MI,63116
2020-05-29,ME,2226
2020-05-29,MD,50988
2020-05-29,MA,95512
2020-05-29,LA,38802
2020-05-29,KY,9184
2020-05-29,KS,9719
2020-05-29,IN,33558
2020-05-29,IL,117455
2020-05-29,ID,2769
2020-05-29,IA,18926
2020-05-29,HI,647
2020-05-29,GU,172
2020-05-29,GA,45670
2020-05-29,FL,52888
2020-05-29,DE,9236
2020-05-29,DC,8538
2020-05-29,CT,41762
2020-05-29,CO,25613
2020-05-29,CA,103886
2020-05-29,AZ,18465
2020-05-29,AR,6538
2020-05-29,AL,16823
2020-05-29,AK,432
2020-05-30,WY,898
2020-05-30,WV,1974
2020-05-30,WI,20382
2020-05-30,WA,22367
2020-05-30,VT,977
2020-05-30,VI,69
2020-05-30,VA,43611
2020-05-30,UT,9533
2020-05-30,TX,62338
2020-05-30,TN,22566
2020-05-30,SD,4960
2020-05-30,SC,11394
2020-05-30,RI,14912
2020-05-30,PR,1300
2020-05-30,PA,72031
2020-05-30,OR,4131
2020-05-30,OK,6418
2020-05-30,OH,35034
2020-05-30,NY,369660
2020-05-30,NV,8495
2020-05-30,NM,7624
2020-05-30,NJ,159958
2020-05-30,NH,4492
2020-05-30,NE,13654
2020-05-30,ND,2551
2020-05-30,NC,27673
2020-05-30,MT,505
2020-05-30,MS,15229
2020-05-30,MP,22
2020-05-30,MO,12962
2020-05-30,MN,26181
2020-05-30,MI,63321
2020-05-30,ME,2282
2020-05-30,MD,52015
2020-05-30,MA,96301
2020-05-30,LA,39577
2020-05-30,KY,9464
2020-05-30,KS,9719
2020-05-30,IN,34211
2020-05-30,IL,118917
2020-05-30,ID,2803
2020-05-30,IA,19244
2020-05-30,HI,649
2020-05-30,GU,173
2020-05-30,GA,46286
2020-05-30,FL,53640
2020-05-30,DE,9422
2020-05-30,DC,8717
2020-05-30,CT,42022
2020-05-30,CO,26098
2020-05-30,CA,106878
2020-05-30,AZ,19255
2020-05-30,AR,7013
2020-05-30,AL,17359
2020-05-30,AK,435
2020-05-31,WY,903
2020-05-31,WV,2010
2020-05-31,WI,20564
2020-05-31,WA,22711
2020-05-31,VT,981
2020-05-31,VI,69
2020-05-31,VA,44607
2020-05-31,UT,9797
2020-05-31,TX,64287
2020-05-31,TN,23006
2020-05-31,SD,4993
2020-05-31,SC,11861
2020-05-31,RI,14988
2020-05-31,PR,1304
2020-05-31,PA,72546
2020-05-31,OR,4185
2020-05-31,OK,6506
2020-05-31,OH,35513
2020-05-31,NY,370770
2020-05-31,NV,8593
2020-05-31,NM,7689
2020-05-31,NJ,160804
2020-05-31,NH,4545
2020-05-31,NE,13905
2020-05-31,ND,2574
2020-05-31,NC,28589
2020-05-31,MT,515
2020-05-31,MS,15501
2020-05-31,MP,22
2020-05-31,MO,13147
2020-05-31,MN,26322
2020-05-31,MI,63568
2020-05-31,ME,2325
2020-05-31,MD,52778
2020-05-31,MA,96965
2020-05-31,LA,39916
2020-05-31,KY,9704
2020-05-31,KS,9719
2020-05-31,IN,34574
2020-05-31,IL,120260
2020-05-31,ID,2839
2020-05-31,IA,19552
2020-05-31,HI,651
2020-05-31,GU,173
2020-05-31,GA,46986
2020-05-31,FL,54510
2020-05-31,DE,9498
2020-05-31,DC,8801
2020-05-31,CT,42201
2020-05-31,CO,26378
2020-05-31,CA,110583
2020-05-31,AZ,19936
2020-05-31,AR,7253
2020-05-31,AL,17903
2020-05-31,AK,463
2020-06-01,WY,910
2020-06-01,WV,2017
2020-06-01,WI,20736
2020-06-01,WA,22860
2020-06-01,VT,985
2020-06-01,VI,70
2020-06-01,VA,45398
2020-06-01,UT,9999
2020-06-01,TX,64880
2020-06-01,TN,23554
2020-06-01,SD,5034
2020-06-01,SC,12148
2020-06-01,RI,15087
2020-06-01,PR,1304
2020-06-01,PA,72898
2020-06-01,OR,4243
2020-06-01,OK,6573
2020-06-01,OH,35984
2020-06-01,NY,371711
2020-06-01,NV,8688
2020-06-01,NM,7800
2020-06-01,NJ,161278
2020-06-01,NH,4651
2020-06-01,NE,14101
2020-06-01,ND,2621
2020-06-01,NC,29263
2020-06-01,MT,519
2020-06-01,MS,15752
2020-06-01,MP,22
2020-06-01,MO,13327
2020-06-01,MN,26897
2020-06-01,MI,63813
2020-06-01,ME,2349
2020-06-01,MD,53327
2020-06-01,MA,100805
2020-06-01,LA,40341
2020-06-01,KY,10046
2020-06-01,KS,10011
2020-06-01,IN,34830
2020-06-01,IL,121234
2020-06-01,ID,2839
2020-06-01,IA,19697
2020-06-01,HI,652
2020-06-01,GU,175
2020-06-01,GA,47618
2020-06-01,FL,55210
2020-06-01,DE,9605
2020-06-01,DC,8857
2020-06-01,CT,42743
2020-06-01,CO,26577
2020-06-01,CA,113006
2020-06-01,AZ,20123
2020-06-01,AR,7443
2020-06-01,AL,18363
2020-06-01,AK,470
2020-06-02,WY,912
2020-06-02,WV,2041
2020-06-02,WI,21155
2020-06-02,WA,22960
2020-06-02,VT,987
2020-06-02,VI,70
2020-06-02,VA,46239
2020-06-02,UT,10202
2020-06-02,TX,66568
2020-06-02,TN,24375
2020-06-02,SD,5067
2020-06-02,SC,12415
2020-06-02,RI,15194
2020-06-02,PR,1305
2020-06-02,PA,73510
2020-06-02,OR,4302
2020-06-02,OK,6692
2020-06-02,OH,36350
2020-06-02,NY,373040
2020-06-02,NV,8830
2020-06-02,NM,8024
2020-06-02,NJ,161918
2020-06-02,NH,4685
2020-06-02,NE,14345
2020-06-02,ND,2643
2020-06-02,NC,29889
2020-06-02,MT,523
2020-06-02,MS,16020
2020-06-02,MP,23
2020-06-02,MO,13575
2020-06-02,MN,27376
2020-06-02,MI,64103
2020-06-02,ME,2377
2020-06-02,MD,54175
2020-06-02,MA,101163
2020-06-02,LA,40746
2020-06-02,KY,10185
2020-06-02,KS,10011
2020-06-02,IN,35237
2020-06-02,IL,122848
2020-06-02,ID,2906
2020-06-02,IA,20016
2020-06-02,HI,652
2020-06-02,GU,177
2020-06-02,GA,48207
2020-06-02,FL,55812
2020-06-02,DE,9685
2020-06-02,DC,8886
2020-06-02,CT,42979
2020-06-02,CO,26788
2020-06-02,CA,115310
2020-06-02,AZ,21250
2020-06-02,AR,7443
2020-06-02,AL,18642
2020-06-02,AK,490
2020-06-03,WY,915
2020-06-03,WV,2071
2020-06-03,WI,21661
2020-06-03,WA,23370
2020-06-03,VT,989
2020-06-03,VI,70
2020-06-03,VA,46905
2020-06-03,UT,10497
2020-06-03,TX,68271
2020-06-03,TN,24822
2020-06-03,SD,5162
2020-06-03,SC,12651
2020-06-03,RI,15299
2020-06-03,PR,1313
2020-06-03,PA,74022
2020-06-03,OR,4335
2020-06-03,OK,6805
2020-06-03,OH,36792
2020-06-03,NY,374085
2020-06-03,NV,8931
2020-06-03,NM,8140
2020-06-03,NJ,162472
2020-06-03,NH,4749
2020-06-03,NE,14611
2020-06-03,ND,2676
2020-06-03,NC,30777
2020-06-03,MT,525
2020-06-03,MS,16322
2020-06-03,MP,23
2020-06-03,MO,13767
2020-06-03,MN,27889
2020-06-03,MI,64382
2020-06-03,ME,2418
2020-06-03,MD,54982
2020-06-03,MA,101592
2020-06-03,LA,41133
2020-06-03,KY,10410
2020-06-03,KS,10170
2020-06-03,IN,35712
2020-06-03,IL,123830
2020-06-03,ID,2933
2020-06-03,IA,20055
2020-06-03,HI,653
2020-06-03,GU,178
2020-06-03,GA,48894
2020-06-03,FL,57021
2020-06-03,DE,9712
2020-06-03,DC,9016
2020-06-03,CT,43091
2020-06-03,CO,27060
2020-06-03,CA,117687
2020-06-03,AZ,22233
2020-06-03,AR,8067
2020-06-03,AL,18851
2020-06-03,AK,508
2020-06-04,WY,921
2020-06-04,WV,2092
2020-06-04,WI,22193
2020-06-04,WA,23787
2020-06-04,VT,1025
2020-06-04,VI,71
2020-06-04,VA,47856
2020-06-04,UT,10813
2020-06-04,TX,69920
2020-06-04,TN,25120
2020-06-04,SD,5247
2020-06-04,SC,13005
2020-06-04,RI,15416
2020-06-04,PR,1322
2020-06-04,PA,74560
2020-06-04,OR,4399
2020-06-04,OK,6907
2020-06-04,OH,37282
2020-06-04,NY,375133
2020-06-04,NV,9090
2020-06-04,NM,8353
2020-06-04,NJ,162952
2020-06-04,NH,4795
2020-06-04,NE,14866
2020-06-04,ND,2702
2020-06-04,NC,31966
2020-06-04,MT,539
2020-06-04,MS,16560
2020-06-04,MP,26
2020-06-04,MO,14057
2020-06-04,MN,28290
2020-06-04,MI,64616
2020-06-04,ME,2446
2020-06-04,MD,55858
2020-06-04,MA,102063
2020-06-04,LA,41562
2020-06-04,KY,10705
2020-06-04,KS,10170
2020-06-04,IN,36096
2020-06-04,IL,124759
2020-06-04,ID,2990
2020-06-04,IA,20805
2020-06-04,HI,653
2020-06-04,GU,179
2020-06-04,GA,49847
2020-06-04,FL,58286
2020-06-04,DE,9746
2020-06-04,DC,9120
2020-06-04,CT,43239
2020-06-04,CO,27360
2020-06-04,CA,119807
2020-06-04,AZ,22753
2020-06-04,AR,8067
2020-06-04,AL,19072
2020-06-04,AK,518
2020-06-05,WY,933
2020-06-05,WV,2119
2020-06-05,WI,22599
2020-06-05,WA,24169
2020-06-05,VT,1027
2020-06-05,VI,71
2020-06-05,VA,48532
2020-06-05,UT,11252
2020-06-05,TX,71613
2020-06-05,TN,25520
2020-06-05,SD,5277
2020-06-05,SC,13453
2020-06-05,RI,15521
2020-06-05,PR,1330
2020-06-05,PA,75005
2020-06-05,OR,4474
2020-06-05,OK,6907
2020-06-05,OH,37758
2020-06-05,NY,376208
2020-06-05,NV,9266
2020-06-05,NM,8672
2020-06-05,NJ,163774
2020-06-05,NH,4876
2020-06-05,NE,15117
2020-06-05,ND,2742
2020-06-05,NC,33255
2020-06-05,MT,541
2020-06-05,MS,16759
2020-06-05,MP,26
2020-06-05,MO,14253
2020-06-05,MN,28688
2020-06-05,MI,64821
2020-06-05,ME,2482
2020-06-05,MD,56770
2020-06-05,MA,102557
2020-06-05,LA,41989
2020-06-05,KY,10977
2020-06-05,KS,10393
2020-06-05,IN,36578
2020-06-05,IL,125915
2020-06-05,ID,3054
2020-06-05,IA,21152
2020-06-05,HI,655
2020-06-05,GU,179
2020-06-05,GA,50621
2020-06-05,FL,59305
2020-06-05,DE,9773
2020-06-05,DC,9199
2020-06-05,CT,43460
2020-06-05,CO,27615
2020-06-05,CA,122901
2020-06-05,AZ,24332
2020-06-05,AR,8651
2020-06-05,AL,19387
2020-06-05,AK,529
2020-06-06,WY,939
2020-06-06,WV,2131
2020-06-06,WI,22937
2020-06-06,WA,24496
2020-06-06,VT,1044
2020-06-06,VI,71
2020-06-06,VA,49397
2020-06-06,UT,11798
2020-06-06,TX,73553
2020-06-06,TN,26071
2020-06-06,SD,5367
2020-06-06,SC,13916
2020-06-06,RI,15589
2020-06-06,PR,1360
2020-06-06,PA,75706
2020-06-06,OR,4570
2020-06-06,OK,7003
2020-06-06,OH,38111
2020-06-06,NY,377316
2020-06-06,NV,9460
2020-06-06,NM,8800
2020-06-06,NJ,164350
2020-06-06,NH,5019
2020-06-06,NE,15379
2020-06-06,ND,2813
2020-06-06,NC,34625
2020-06-06,MT,540
2020-06-06,MS,16769
2020-06-06,MP,26
2020-06-06,MO,14442
2020-06-06,MN,28853
2020-06-06,MI,64914
2020-06-06,ME,2524
2020-06-06,MD,57482
2020-06-06,MA,103132
2020-06-06,LA,42486
2020-06-06,KY,11287
2020-06-06,KS,10393
2020-06-06,IN,36997
2020-06-06,IL,126890
2020-06-06,ID,3111
2020-06-06,IA,21478
2020-06-06,HI,664
2020-06-06,GU,179
2020-06-06,GA,51309
2020-06-06,FL,60549
2020-06-06,DE,9845
2020-06-06,DC,9269
2020-06-06,CT,43818
2020-06-06,CO,27848
2020-06-06,CA,126016
2020-06-06,AZ,25451
2020-06-06,AR,9101
2020-06-06,AL,20043
2020-06-06,AK,541
2020-06-07,WY,947
2020-06-07,WV,2144
2020-06-07,WI,23212
2020-06-07,WA,24889
2020-06-07,VT,1061
2020-06-07,VI,71
2020-06-07,VA,50681
2020-06-07,UT,12066
2020-06-07,TX,74978
2020-06-07,TN,26381
2020-06-07,SD,5438
2020-06-07,SC,14286
2020-06-07,RI,15638
2020-06-07,PR,1364
2020-06-07,PA,76212
2020-06-07,OR,4662
2020-06-07,OK,7150
2020-06-07,OH,38476
2020-06-07,NY,378097
2020-06-07,NV,9649
2020-06-07,NM,8940
2020-06-07,NJ,164630
2020-06-07,NH,5019
2020-06-07,NE,15543
2020-06-07,ND,2857
2020-06-07,NC,35546
2020-06-07,MT,545
2020-06-07,MS,17270
2020-06-07,MP,27
2020-06-07,MO,14553
2020-06-07,MN,28988
2020-06-07,MI,64969
2020-06-07,ME,2570
2020-06-07,MD,57973
2020-06-07,MA,103436
2020-06-07,LA,42816
2020-06-07,KY,11287
2020-06-07,KS,10393
2020-06-07,IN,37397
2020-06-07,IL,127757
2020-06-07,ID,3139
2020-06-07,IA,21667
2020-06-07,HI,673
2020-06-07,GU,179
2020-06-07,GA,51898
2020-06-07,FL,61941
2020-06-07,DE,9942
2020-06-07,DC,9332
2020-06-07,CT,43968
2020-06-07,CO,28001
2020-06-07,CA,128812
2020-06-07,AZ,26889
2020-06-07,AR,9426
2020-06-07,AL,20500
2020-06-07,AK,549
2020-06-08,WY,960
2020-06-08,WV,2153
2020-06-08,WI,23434
2020-06-08,WA,25052
2020-06-08,VT,1073
2020-06-08,VI,71
2020-06-08,VA,51251
2020-06-08,UT,12322
2020-06-08,TX,75616
2020-06-08,TN,26944
2020-06-08,SD,5471
2020-06-08,SC,14800
2020-06-08,RI,15683
2020-06-08,PR,1373
2020-06-08,PA,76563
2020-06-08,OR,4808
2020-06-08,OK,7205
2020-06-08,OH,38837
2020-06-08,NY,378799
2020-06-08,NV,9786
2020-06-08,NM,9062
2020-06-08,NJ,164971
2020-06-08,NH,5043
2020-06-08,NE,15634
2020-06-08,ND,2876
2020-06-08,NC,36484
2020-06-08,MT,548
2020-06-08,MS,17768
2020-06-08,MP,28
2020-06-08,MO,14734
2020-06-08,MN,29436
2020-06-08,MI,65104
2020-06-08,ME,2588
2020-06-08,MD,58404
2020-06-08,MA,103626
2020-06-08,LA,43050
2020-06-08,KY,11476
2020-06-08,KS,10650
2020-06-08,IN,37623
2020-06-08,IL,129139
2020-06-08,ID,3139
2020-06-08,IA,21987
2020-06-08,HI,675
2020-06-08,GU,179
2020-06-08,GA,52497
2020-06-08,FL,62970
2020-06-08,DE,9972
2020-06-08,DC,9389
2020-06-08,CT,44092
2020-06-08,CO,28183
2020-06-08,CA,131319
2020-06-08,AZ,27678
2020-06-08,AR,9740
2020-06-08,AL,20925
2020-06-08,AK,567
2020-06-09,WY,970
2020-06-09,WV,2169
2020-06-09,WI,23734
2020-06-09,WA,25162
2020-06-09,VT,1081
2020-06-09,VI,71
2020-06-09,VA,51738
2020-06-09,UT,12559
2020-06-09,TX,77253
2020-06-09,TN,27575
2020-06-09,SD,5523
2020-06-09,SC,15228
2020-06-09,RI,15751
2020-06-09,PR,1386
2020-06-09,PA,77056
2020-06-09,OR,4922
2020-06-09,OK,7363
2020-06-09,OH,39162
2020-06-09,NY,379482
2020-06-09,NV,10030
2020-06-09,NM,9105
2020-06-09,NJ,165285
2020-06-09,NH,5079
2020-06-09,NE,15752
2020-06-09,ND,2898
2020-06-09,NC,37160
2020-06-09,MT,554
2020-06-09,MS,17768
2020-06-09,MP,30
2020-06-09,MO,14913
2020-06-09,MN,29866
2020-06-09,MI,65167
2020-06-09,ME,2606
2020-06-09,MD,58904
2020-06-09,MA,103889
2020-06-09,LA,43612
2020-06-09,KY,11708
2020-06-09,KS,10650
2020-06-09,IN,38033
2020-06-09,IL,129936
2020-06-09,ID,3189
2020-06-09,IA,22236
2020-06-09,HI,676
2020-06-09,GU,180
2020-06-09,GA,53249
2020-06-09,FL,64128
2020-06-09,DE,10020
2020-06-09,DC,9474
2020-06-09,CT,44179
2020-06-09,CO,28347
2020-06-09,CA,133489
2020-06-09,AZ,28296
2020-06-09,AR,10080
2020-06-09,AL,21422
2020-06-09,AK,578
2020-06-10,WY,980
2020-06-10,WV,2188
2020-06-10,WI,24070
2020-06-10,WA,25672
2020-06-10,VT,1092
2020-06-10,VI,72
2020-06-10,VA,52177
2020-06-10,UT,12864
2020-06-10,TX,79757
2020-06-10,TN,28061
2020-06-10,SD,5604
2020-06-10,SC,15759
2020-06-10,RI,15855
2020-06-10,PR,1402
2020-06-10,PA,77466
2020-06-10,OR,4988
2020-06-10,OK,7480
2020-06-10,OH,39575
2020-06-10,NY,380156
2020-06-10,NV,10164
2020-06-10,NM,9250
2020-06-10,NJ,165852
2020-06-10,NH,5132
2020-06-10,NE,15883
2020-06-10,ND,2938
2020-06-10,NC,38171
2020-06-10,MT,561
2020-06-10,MS,18483
2020-06-10,MP,30
2020-06-10,MO,15187
2020-06-10,MN,30199
2020-06-10,MI,65182
2020-06-10,ME,2637
2020-06-10,MD,59465
2020-06-10,MA,104156
2020-06-10,LA,44030
2020-06-10,KY,11883
2020-06-10,KS,10812
2020-06-10,IN,38337
2020-06-10,IL,130561
2020-06-10,ID,3220
2020-06-10,IA,22551
2020-06-10,HI,682
2020-06-10,GU,182
2020-06-10,GA,53980
2020-06-10,FL,65370
2020-06-10,DE,10056
2020-06-10,DC,9537
2020-06-10,CT,44347
2020-06-10,CO,28499
2020-06-10,CA,136191
2020-06-10,AZ,29852
2020-06-10,AR,10368
2020-06-10,AL,21989
2020-06-10,AK,598
2020-06-11,WY,1009
2020-06-11,WV,2212
2020-06-11,WI,24441
2020-06-11,WA,26081
2020-06-11,VT,1108
2020-06-11,VI,72
2020-06-11,VA,52647
2020-06-11,UT,13252
2020-06-11,TX,81583
2020-06-11,TN,28538
2020-06-11,SD,5665
2020-06-11,SC,16441
2020-06-11,RI,15942
2020-06-11,PR,1403
2020-06-11,PA,77933
2020-06-11,OR,5060
2020-06-11,OK,7626
2020-06-11,OH,40004
2020-06-11,NY,380892
2020-06-11,NV,10399
2020-06-11,NM,9367
2020-06-11,NJ,166338
2020-06-11,NH,5178
2020-06-11,NE,16025
2020-06-11,ND,2976
2020-06-11,NC,39481
2020-06-11,MT,563
2020-06-11,MS,18483
2020-06-11,MP,30
2020-06-11,MO,15390
2020-06-11,MN,30418
2020-06-11,MI,65449
2020-06-11,ME,2667
2020-06-11,MD,60197
2020-06-11,MA,104667
2020-06-11,LA,44472
2020-06-11,KY,11945
2020-06-11,KS,10812
2020-06-11,IN,38748
2020-06-11,IL,131327
2020-06-11,ID,3260
2020-06-11,IA,22938
2020-06-11,HI,685
2020-06-11,GU,183
2020-06-11,GA,54973
2020-06-11,FL,67039
2020-06-11,DE,10106
2020-06-11,DC,9589
2020-06-11,CT,44461
2020-06-11,CO,28647
2020-06-11,CA,139281
2020-06-11,AZ,31264
2020-06-11,AR,10816
2020-06-11,AL,22845
2020-06-11,AK,616
2020-06-12,WY,1027
2020-06-12,WV,2233
2020-06-12,WI,24795
2020-06-12,WA,26452
2020-06-12,VT,1118
2020-06-12,VI,72
2020-06-12,VA,53211
2020-06-12,UT,13577
2020-06-12,TX,83680
2020-06-12,TN,29126
2020-06-12,SD,5742
2020-06-12,SC,17170
2020-06-12,RI,16023
2020-06-12,PR,1443
2020-06-12,PA,77999
2020-06-12,OR,5237
2020-06-12,OK,7848
2020-06-12,OH,40424
2020-06-12,NY,381714
2020-06-12,NV,10676
2020-06-12,NM,9526
2020-06-12,NJ,166711
2020-06-12,NH,5209
2020-06-12,NE,16315
2020-06-12,ND,3012
2020-06-12,NC,41249
2020-06-12,MT,573
2020-06-12,MS,19091
2020-06-12,MP,30
2020-06-12,MO,15585
2020-06-12,MN,30463
2020-06-12,MI,65672
2020-06-12,ME,2721
2020-06-12,MD,60613
2020-06-12,MA,105059
2020-06-12,LA,44995
2020-06-12,KY,11945
2020-06-12,KS,11047
2020-06-12,IN,39146
2020-06-12,IL,132059
2020-06-12,ID,3302
2020-06-12,IA,23337
2020-06-12,HI,692
2020-06-12,GU,184
2020-06-12,GA,55783
2020-06-12,FL,68673
2020-06-12,DE,10173
2020-06-12,DC,9654
2020-06-12,CT,44689
2020-06-12,CO,28822
2020-06-12,CA,141983
2020-06-12,AZ,32918
2020-06-12,AR,11547
2020-06-12,AL,23710
2020-06-12,AK,630
2020-06-13,WY,1050
2020-06-13,WV,2259
2020-06-13,WI,25089
2020-06-13,WA,26852
2020-06-13,VT,1123
2020-06-13,VI,72
2020-06-13,VA,53869
2020-06-13,UT,13981
2020-06-13,TX,86011
2020-06-13,TN,29541
2020-06-13,SD,5833
2020-06-13,SC,17955
2020-06-13,RI,16072
2020-06-13,PR,1460
2020-06-13,PA,78462
2020-06-13,OR,5377
2020-06-13,OK,8073
2020-06-13,OH,40848
2020-06-13,NY,382630
2020-06-13,NV,10946
2020-06-13,NM,9621
2020-06-13,NJ,167171
2020-06-13,NH,5251
2020-06-13,NE,16513
2020-06-13,ND,3054
2020-06-13,NC,42676
2020-06-13,MT,588
2020-06-13,MS,19348
2020-06-13,MP,30
2020-06-13,MO,15810
2020-06-13,MN,30465
2020-06-13,MI,65836
2020-06-13,ME,2757
2020-06-13,MD,61305
2020-06-13,MA,105395
2020-06-13,LA,46283
2020-06-13,KY,12445
2020-06-13,KS,11047
2020-06-13,IN,39543
2020-06-13,IL,132732
2020-06-13,ID,3353
2020-06-13,IA,23717
2020-06-13,HI,706
2020-06-13,GU,185
2020-06-13,GA,56801
2020-06-13,FL,71149
2020-06-13,DE,10229
2020-06-13,DC,9709
2020-06-13,CT,44994
2020-06-13,CO,29017
2020-06-13,CA,145643
2020-06-13,AZ,34458
2020-06-13,AR,11547
2020-06-13,AL,24601
2020-06-13,AK,656
2020-06-14,WY,1060
2020-06-14,WV,2289
2020-06-14,WI,25340
2020-06-14,WA,27242
2020-06-14,VT,1125
2020-06-14,VI,72
2020-06-14,VA,54506
2020-06-14,UT,14313
2020-06-14,TX,87854
2020-06-14,TN,30432
2020-06-14,SD,5898
2020-06-14,SC,18795
2020-06-14,RI,16104
2020-06-14,PR,1471
2020-06-14,PA,78798
2020-06-14,OR,5535
2020-06-14,OK,8231
2020-06-14,OH,41148
2020-06-14,NY,383324
2020-06-14,NV,11173
2020-06-14,NM,9723
2020-06-14,NJ,167461
2020-06-14,NH,5299
2020-06-14,NE,16633
2020-06-14,ND,3076
2020-06-14,NC,44119
2020-06-14,MT,601
2020-06-14,MS,19516
2020-06-14,MP,30
2020-06-14,MO,15810
2020-06-14,MN,30471
2020-06-14,MI,66054
2020-06-14,ME,2793
2020-06-14,MD,61701
2020-06-14,MA,105603
2020-06-14,LA,46619
2020-06-14,KY,12445
2020-06-14,KS,11047
2020-06-14,IN,39909
2020-06-14,IL,133404
2020-06-14,ID,3399
2020-06-14,IA,23926
2020-06-14,HI,723
2020-06-14,GU,185
2020-06-14,GA,57681
2020-06-14,FL,73282
2020-06-14,DE,10264
2020-06-14,DC,9767
2020-06-14,CT,45088
2020-06-14,CO,29130
2020-06-14,CA,148855
2020-06-14,AZ,35691
2020-06-14,AR,12501
2020-06-14,AL,25615
2020-06-14,AK,665
2020-06-15,WY,1079
2020-06-15,WV,2298
2020-06-15,WI,25546
2020-06-15,WA,27435
2020-06-15,VT,1126
2020-06-15,VI,73
2020-06-15,VA,54886
2020-06-15,UT,14608
2020-06-15,TX,89108
2020-06-15,TN,31160
2020-06-15,SD,5928
2020-06-15,SC,19378
2020-06-15,RI,16180
2020-06-15,PR,1477
2020-06-15,PA,79121
2020-06-15,OR,5636
2020-06-15,OK,8417
2020-06-15,OH,41576
2020-06-15,NY,383944
2020-06-15,NV,11279
2020-06-15,NM,9845
2020-06-15,NJ,167691
2020-06-15,NH,5345
2020-06-15,NE,16725
2020-06-15,ND,3098
2020-06-15,NC,45102
2020-06-15,MT,609
2020-06-15,MS,19799
2020-06-15,MP,30
2020-06-15,MO,16189
2020-06-15,MN,30693
2020-06-15,MI,66085
2020-06-15,ME,2810
2020-06-15,MD,62032
2020-06-15,MA,105690
2020-06-15,LA,47172
2020-06-15,KY,12647
2020-06-15,KS,11419
2020-06-15,IN,40430
2020-06-15,IL,133877
2020-06-15,ID,3399
2020-06-15,IA,24053
2020-06-15,HI,728
2020-06-15,GU,185
2020-06-15,GA,58414
2020-06-15,FL,75042
2020-06-15,DE,10340
2020-06-15,DC,9799
2020-06-15,CT,45235
2020-06-15,CO,29299
2020-06-15,CA,151452
2020-06-15,AZ,36705
2020-06-15,AR,12917
2020-06-15,AL,26272
2020-06-15,AK,668
2020-06-16,WY,1089
2020-06-16,WV,2341
2020-06-16,WI,25844
2020-06-16,WA,27571
2020-06-16,VT,1129
2020-06-16,VI,73
2020-06-16,VA,55331
2020-06-16,UT,14937
2020-06-16,TX,93206
2020-06-16,TN,31830
2020-06-16,SD,5966
2020-06-16,SC,19990
2020-06-16,RI,16232
2020-06-16,PR,1479
2020-06-16,PA,79483
2020-06-16,OR,5820
2020-06-16,OK,8645
2020-06-16,OH,42010
2020-06-16,NY,384575
2020-06-16,NV,11658
2020-06-16,NM,9933
2020-06-16,NJ,168036
2020-06-16,NH,5345
2020-06-16,NE,16851
2020-06-16,ND,3121
2020-06-16,NC,45853
2020-06-16,MT,614
2020-06-16,MS,20152
2020-06-16,MP,30
2020-06-16,MO,16414
2020-06-16,MN,30882
2020-06-16,MI,66269
2020-06-16,ME,2819
2020-06-16,MD,62409
2020-06-16,MA,105885
2020-06-16,LA,47706
2020-06-16,KY,12829
2020-06-16,KS,11419
2020-06-16,IN,40786
2020-06-16,IL,134500
2020-06-16,ID,3462
2020-06-16,IA,24179
2020-06-16,HI,736
2020-06-16,GU,186
2020-06-16,GA,59078
2020-06-16,FL,77733
2020-06-16,DE,10403
2020-06-16,DC,9818
2020-06-16,CT,45349
2020-06-16,CO,29442
2020-06-16,CA,153560
2020-06-16,AZ,39097
2020-06-16,AR,13191
2020-06-16,AL,26912
2020-06-16,AK,681
2020-06-17,WY,1114
2020-06-17,WV,2376
